drug1_id,drug2_id,drug1_name,drug2_name,interaction_type
DB00980,DB01069,promethazine,ramelteon,risk or severity of adverse effects
DB00980,DB01068,clonazepam,ramelteon,risk or severity of adverse effects
DB00980,DB01018,guanfacine,ramelteon,risk or severity of adverse effects
DB00980,DB00985,dimenhydrinate,ramelteon,risk or severity of adverse effects
DB00980,DB08815,lurasidone,ramelteon,risk or severity of adverse effects
DB00980,DB06690,nitrous oxide,ramelteon,risk or severity of adverse effects
DB00980,DB06216,asenapine,ramelteon,risk or severity of adverse effects
DB00980,DB01624,ramelteon,zuclopenthixol,risk or severity of adverse effects
DB00980,DB01623,ramelteon,thiothixene,risk or severity of adverse effects
DB00443,DB09220,betamethasone,nicorandil,risk or severity of adverse effects
DB00443,DB00682,betamethasone,warfarin,anticoagulant activities
DB00443,DB01165,betamethasone,ofloxacin,risk or severity of adverse effects
DB00443,DB00978,betamethasone,lomefloxacin,risk or severity of adverse effects
DB00443,DB00537,betamethasone,ciprofloxacin,risk or severity of adverse effects
DB00980,DB01351,amobarbital,ramelteon,risk or severity of adverse effects
DB00980,DB01267,paliperidone,ramelteon,risk or severity of adverse effects
DB00980,DB01238,aripiprazole,ramelteon,risk or severity of adverse effects
DB00980,DB01236,ramelteon,sevoflurane,risk or severity of adverse effects
DB00980,DB01224,quetiapine,ramelteon,risk or severity of adverse effects
DB00980,DB01221,ketamine,ramelteon,risk or severity of adverse effects
DB00980,DB01215,estazolam,ramelteon,risk or severity of adverse effects
DB00980,DB01198,ramelteon,zopiclone,risk or severity of adverse effects
DB00980,DB01192,oxymorphone,ramelteon,risk or severity of adverse effects
DB00980,DB01189,desflurane,ramelteon,risk or severity of adverse effects
DB00980,DB01100,pimozide,ramelteon,risk or severity of adverse effects
DB00980,DB01202,levetiracetam,ramelteon,risk or severity of adverse effects
DB00980,DB01176,cyclizine,ramelteon,risk or severity of adverse effects
DB00980,DB01151,desipramine,ramelteon,risk or severity of adverse effects
DB00980,DB01142,doxepin,ramelteon,risk or severity of adverse effects
DB00980,DB01114,chlorphenamine,ramelteon,risk or severity of adverse effects
DB00980,DB01081,diphenoxylate,ramelteon,risk or severity of adverse effects
DB00980,DB01075,diphenhydramine,ramelteon,risk or severity of adverse effects
DB00980,DB00996,gabapentin,ramelteon,risk or severity of adverse effects
DB00980,DB06201,ramelteon,rufinamide,risk or severity of adverse effects
DB00443,DB00981,betamethasone,physostigmine,risk or severity of adverse effects
DB00443,DB00944,betamethasone,demecarium,risk or severity of adverse effects
DB00443,DB00843,betamethasone,donepezil,risk or severity of adverse effects
DB00443,DB00677,betamethasone,isoflurophate,risk or severity of adverse effects
DB00443,DB00674,betamethasone,galantamine,risk or severity of adverse effects
DB00443,DB00545,betamethasone,pyridostigmine,risk or severity of adverse effects
DB00443,DB00382,betamethasone,tacrine,risk or severity of adverse effects
DB00980,DB01595,nitrazepam,ramelteon,risk or severity of adverse effects
DB00980,DB01589,quazepam,ramelteon,risk or severity of adverse effects
DB00980,DB01558,bromazepam,ramelteon,risk or severity of adverse effects
DB00980,DB01551,dihydrocodeine,ramelteon,risk or severity of adverse effects
DB00980,DB01440,gamma hydroxybutyric acid,ramelteon,risk or severity of adverse effects
DB00443,DB00586,betamethasone,diclofenac,risk or severity of adverse effects
DB00443,DB00465,betamethasone,ketorolac,risk or severity of adverse effects
DB00443,DB01233,betamethasone,metoclopramide,risk or severity of adverse effects
DB00443,DB00449,betamethasone,dipivefrin,risk or severity of adverse effects
DB00443,DB00805,betamethasone,minaprine,risk or severity of adverse effects
DB00443,DB01245,betamethasone,decamethonium,risk or severity of adverse effects
DB00443,DB01199,betamethasone,tubocurarine,risk or severity of adverse effects
DB00443,DB00483,betamethasone,gallamine triethiodide,risk or severity of adverse effects
DB00443,DB01043,betamethasone,memantine,risk or severity of adverse effects
DB00443,DB04864,betamethasone,huperzine a,risk or severity of adverse effects
DB00443,DB01057,betamethasone,echothiophate,risk or severity of adverse effects
DB00443,DB00772,betamethasone,malathion,risk or severity of adverse effects
DB00443,DB01400,betamethasone,neostigmine,risk or severity of adverse effects
DB00443,DB01122,ambenonium,betamethasone,risk or severity of adverse effects
DB00443,DB01010,betamethasone,edrophonium,risk or severity of adverse effects
DB00443,DB00989,betamethasone,rivastigmine,risk or severity of adverse effects
DB00443,DB00744,betamethasone,zileuton,risk or severity of adverse effects
DB00443,DB00735,betamethasone,naftifine,risk or severity of adverse effects
DB00443,DB00688,betamethasone,mycophenolate mofetil,risk or severity of adverse effects
DB00443,DB00608,betamethasone,chloroquine,risk or severity of adverse effects
DB00443,DB00605,betamethasone,sulindac,risk or severity of adverse effects
DB00443,DB00580,betamethasone,valdecoxib,risk or severity of adverse effects
DB00443,DB00573,betamethasone,fenoprofen,risk or severity of adverse effects
DB00443,DB00554,betamethasone,piroxicam,risk or severity of adverse effects
DB00443,DB00533,betamethasone,rofecoxib,risk or severity of adverse effects
DB00443,DB00500,betamethasone,tolmetin,risk or severity of adverse effects
DB00443,DB00482,betamethasone,celecoxib,risk or severity of adverse effects
DB00443,DB00469,betamethasone,tenoxicam,risk or severity of adverse effects
DB00443,DB00461,betamethasone,nabumetone,risk or severity of adverse effects
DB00443,DB06802,betamethasone,nepafenac,risk or severity of adverse effects
DB00443,DB00963,betamethasone,bromfenac,risk or severity of adverse effects
DB00443,DB00712,betamethasone,flurbiprofen,risk or severity of adverse effects
DB00443,DB01009,betamethasone,ketoprofen,risk or severity of adverse effects
DB00443,DB00991,betamethasone,oxaprozin,risk or severity of adverse effects
DB00443,DB00972,azelastine,betamethasone,risk or severity of adverse effects
DB00443,DB00945,acetylsalicylic acid,betamethasone,risk or severity of adverse effects
DB00443,DB00939,betamethasone,meclofenamic acid,risk or severity of adverse effects
DB00443,DB00936,betamethasone,salicylic acid,risk or severity of adverse effects
DB00443,DB00870,betamethasone,suprofen,risk or severity of adverse effects
DB00443,DB00861,betamethasone,diflunisal,risk or severity of adverse effects
DB00443,DB00821,betamethasone,carprofen,risk or severity of adverse effects
DB00443,DB00814,betamethasone,meloxicam,risk or severity of adverse effects
DB00443,DB00812,betamethasone,phenylbutazone,risk or severity of adverse effects
DB00443,DB00795,betamethasone,sulfasalazine,risk or severity of adverse effects
DB00443,DB00788,betamethasone,naproxen,risk or severity of adverse effects
DB00443,DB00784,betamethasone,mefenamic acid,risk or severity of adverse effects
DB00443,DB00768,betamethasone,olopatadine,risk or severity of adverse effects
DB00443,DB00749,betamethasone,etodolac,risk or severity of adverse effects
DB00443,DB04817,betamethasone,metamizole,risk or severity of adverse effects
DB00443,DB04743,betamethasone,nimesulide,risk or severity of adverse effects
DB00443,DB04552,betamethasone,niflumic acid,risk or severity of adverse effects
DB00443,DB03585,betamethasone,oxyphenbutazone,risk or severity of adverse effects
DB00443,DB02709,betamethasone,resveratrol,risk or severity of adverse effects
DB00443,DB01628,betamethasone,etoricoxib,risk or severity of adverse effects
DB00443,DB01600,betamethasone,tiaprofenic acid,risk or severity of adverse effects
DB00443,DB01435,antipyrine,betamethasone,risk or severity of adverse effects
DB00443,DB01401,betamethasone,choline magnesium trisalicylate,risk or severity of adverse effects
DB00443,DB01399,betamethasone,salsalate,risk or severity of adverse effects
DB00443,DB01397,betamethasone,magnesium salicylate,risk or severity of adverse effects
DB00443,DB01283,betamethasone,lumiracoxib,risk or severity of adverse effects
DB00443,DB01250,betamethasone,olsalazine,risk or severity of adverse effects
DB00443,DB01050,betamethasone,ibuprofen,risk or severity of adverse effects
DB00443,DB01024,betamethasone,mycophenolic acid,risk or severity of adverse effects
DB00443,DB01014,balsalazide,betamethasone,risk or severity of adverse effects
DB00443,DB09212,betamethasone,loxoprofen,risk or severity of adverse effects
DB00443,DB08991,betamethasone,epirizole,risk or severity of adverse effects
DB00443,DB08984,betamethasone,etofenamate,risk or severity of adverse effects
DB00443,DB08981,betamethasone,fenbufen,risk or severity of adverse effects
DB00443,DB08976,betamethasone,floctafenine,risk or severity of adverse effects
DB00443,DB08880,betamethasone,teriflunomide,risk or severity of adverse effects
DB00443,DB08797,betamethasone,salicylamide,risk or severity of adverse effects
DB00443,DB08439,betamethasone,parecoxib,risk or severity of adverse effects
DB00443,DB07615,betamethasone,tranilast,risk or severity of adverse effects
DB00443,DB06739,betamethasone,seratrodast,risk or severity of adverse effects
DB00443,DB06737,betamethasone,zaltoprofen,risk or severity of adverse effects
DB00443,DB06736,aceclofenac,betamethasone,risk or severity of adverse effects
DB00443,DB06725,betamethasone,lornoxicam,risk or severity of adverse effects
DB00443,DB06196,betamethasone,icatibant,risk or severity of adverse effects
DB00443,DB05676,apremilast,betamethasone,risk or severity of adverse effects
DB00443,DB04951,betamethasone,pirfenidone,risk or severity of adverse effects
DB00443,DB00515,betamethasone,cisplatin,risk or severity of adverse effects
DB00443,DB01395,betamethasone,drospirenone,risk or severity of adverse effects
DB00443,DB00720,betamethasone,clodronic acid,risk or severity of adverse effects
DB00443,DB00856,betamethasone,chlorphenesin,risk or severity of adverse effects
DB00443,DB06774,betamethasone,capsaicin,risk or severity of adverse effects
DB00443,DB01419,antrafenine,betamethasone,risk or severity of adverse effects
DB00443,DB09084,benzydamine,betamethasone,risk or severity of adverse effects
DB00443,DB13783,acemetacin,betamethasone,risk or severity of adverse effects
DB00443,DB13346,betamethasone,bufexamac,risk or severity of adverse effects
DB00443,DB13167,alclofenac,betamethasone,risk or severity of adverse effects
DB00443,DB13063,betamethasone,parthenolide,risk or severity of adverse effects
